protocol_stable_id,risk_class,editorial_status,safety_review_status,required_reviewer_role,pre_review_scoring_ceiling,scoring_policy,score_active,sensitive_data_limit,foreseeable_misuse,exclusions,pause_conditions,stop_conditions,professional_referral_conditions,release_gate
PRACTICE-COMP-0603-RECOVERY-AFTER-VIOLATION-AND-BETRAYAL-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Recovery after violation and betrayal protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Recovery after violation and betrayal action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Keep the exercise fictional or work with a qualified support person. Use a neutral written response if speech or role-play is uncomfortable. Do not ask a survivor to supply training material, remove their supports or document private evidence here. Immediate danger requires local emergency help rather than finishing this plan.","Pause Recovery after violation and betrayal when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Recovery after violation and betrayal practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0604-CHRONIC-ILLNESS-ADAPTATION-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Chronic illness adaptation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Chronic illness adaptation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use one activity, spoken choices or a trusted helper if planning itself is burdensome. Rest and receiving help can be appropriate choices. Keep medication, diet, rehabilitation and activity limits with qualified care. Do not use a healthy-person challenge, push through worsening symptoms or impose graded increases as part of this exercise.","Pause Chronic illness adaptation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Chronic illness adaptation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0605-CHRONIC-PAIN-AND-PAIN-RELATED-FUNCTIONING-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Chronic pain and pain-related functioning protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Chronic pain and pain-related functioning action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use a helper to prepare the agenda, reduce writing or stay with the fictional concern. Follow individual guidance for fatigue or delayed worsening as well as pain. New severe or concerning symptoms require appropriate medical help, not an experiment. No physical challenge or medication change is part of completion.","Pause Chronic pain and pain-related functioning when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Chronic pain and pain-related functioning practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0606-DISABILITY-IDENTITY-ACCESS-AND-ADAPTIVE-EXCELLENCE-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Disability identity, access, and adaptive excellence protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Disability identity, access, and adaptive excellence action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Dictate the request or use a chosen advocate while retaining the affected person's preferences. A person without a current access need can analyze the supplied case without pretending to have the experience. No disability simulation, forced disclosure, removal of accommodation or expensive purchase is required.","Pause Disability identity, access, and adaptive excellence when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Disability identity, access, and adaptive excellence practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0607-NEURODIVERSITY-AND-COGNITIVE-VARIATION-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Neurodiversity and cognitive variation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Neurodiversity and cognitive variation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use spoken, visual, tactile or assistive communication that already works for the person. One short use may be enough to identify a problem; do not create overload for evidence. A trusted helper can take notes with permission. Significant unmet needs may warrant qualified assessment, but an exercise does not require a diagnostic label.","Pause Neurodiversity and cognitive variation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Neurodiversity and cognitive variation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0608-RECEIVING-CARE-AND-SEASONS-OF-REDUCED-AGENCY-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Receiving care and seasons of reduced agency protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Receiving care and seasons of reduced agency action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use accessible yes/no options, extra processing time, an interpreter or a chosen advocate without bypassing the person. No one is required to provide intimate care, disclose credentials or surrender an existing support. If decision-making ability is genuinely uncertain, use qualified local guidance instead of a peer verdict.","Pause Receiving care and seasons of reduced agency when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Receiving care and seasons of reduced agency practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0609-ACCOMMODATION-ASSISTIVE-TECHNOLOGY-AND-UNIVERSAL-DESIGN-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Accommodation, assistive technology, and universal design protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Accommodation, assistive technology, and universal design action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use large text, speech, a screen reader, another familiar aid or a willing reader. Avoid purchasing equipment or changing a public notice without authority. If no personal barrier is present, the supplied ambiguity still permits an honest design task; do not impersonate a disabled user to create evidence.","Pause Accommodation, assistive technology, and universal design when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Accommodation, assistive technology, and universal design practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0610-DIGNITY-UNDER-LIMITATION-AND-LOSS-OF-ROLE-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Dignity under limitation and loss of role protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Dignity under limitation and loss of role action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Stay with the fictional case, use a trusted reader or express the choices through a familiar communication aid. Do not require memory tests, appearance changes, job replacement or proof of resilience. If personal reflection is too painful, defer it without interpreting that choice as a deficit in dignity.","Pause Dignity under limitation and loss of role when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Dignity under limitation and loss of role practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0611-RELAPSE-RECURRENCE-AND-NONLINEAR-RECOVERY-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Relapse, recurrence, and nonlinear recovery protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Relapse, recurrence, and nonlinear recovery action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Keep only a few entries, use a trusted helper or store an accessible contact reminder. No deliberate setback, stopping treatment, sleep loss, substance use or forced activity is permitted as a test. Seek prompt professional help for new or worsening concerns; do not wait for the scheduled review when urgent support is needed.","Pause Relapse, recurrence, and nonlinear recovery when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Relapse, recurrence, and nonlinear recovery practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0612-CARE-RECIPIENT-AGENCY-AND-SAFEGUARDING-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Care-recipient agency and safeguarding protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Care-recipient agency and safeguarding action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use a communication aid, interpreter, chosen advocate or plain-language version without bypassing the recipient. Do not record personal allegations or care details in the app. If there is an actual concern, use appropriate local safeguarding or emergency help promptly; completing a worksheet is never a condition for receiving protection.","Pause Care-recipient agency and safeguarding when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Care-recipient agency and safeguarding practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0613-ABLEISM-STIGMA-AND-INCLUSIVE-PARTICIPATION-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Ableism, stigma, and inclusive participation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Ableism, stigma, and inclusive participation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Use a private invitation, small group or fictional notice if you lack policy authority. Work in the person's preferred language and format. No disability simulation, public confrontation, compulsory disclosure or claim that good intentions prove access is required. Formal legal questions need relevant local expertise.","Pause Ableism, stigma, and inclusive participation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Ableism, stigma, and inclusive participation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0614-PROFESSIONAL-AND-EMERGENCY-BOUNDARIES-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Professional and emergency boundaries protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Professional and emergency boundaries action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Follow the material, equipment, consent and scope limits in the setup and each action. Prepare text or communication-aid wording and a locally appropriate accessible contact route. A trusted helper may assist with public information. Keep the rehearsal fictional and brief. Contact details and service scope can change, so check the card before relying on it later; actual urgency takes precedence over this practice.","Pause Professional and emergency boundaries when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Professional and emergency boundaries practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.","Educational and developmental only; trauma, suicidality, abuse, psychosis, addiction, severe functional decline, and medical concerns require qualified professional or emergency support.","Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0701-EMOTIONAL-VOCABULARY-AND-DIFFERENTIATION-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Emotional vocabulary and differentiation protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Emotional vocabulary and differentiation action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Emotional vocabulary and differentiation situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause Emotional vocabulary and differentiation when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Emotional vocabulary and differentiation practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0702-BODY-BASED-EMOTIONAL-AWARENESS-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Body-based emotional awareness protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Body-based emotional awareness action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Body-based emotional awareness situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause Body-based emotional awareness when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Body-based emotional awareness practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0703-THE-PAUSE-BETWEEN-FEELING-AND-ACTION-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the The pause between feeling and action protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed The pause between feeling and action action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any The pause between feeling and action situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause The pause between feeling and action when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the The pause between feeling and action practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0704-ANXIETY-AND-COURAGEOUS-EXPOSURE-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Anxiety and courageous exposure protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Anxiety and courageous exposure action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Anxiety and courageous exposure situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause Anxiety and courageous exposure when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Anxiety and courageous exposure practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0705-ANGER-AND-ASSERTIVE-REPAIR-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Anger and assertive repair protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Anger and assertive repair action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Anger and assertive repair situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause Anger and assertive repair when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Anger and assertive repair practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
PRACTICE-COMP-0706-SADNESS-GRIEF-AND-LOSS-01,RISK-HIGH,draft,pending_specialist_expansion_review,Licensed or otherwise appropriately qualified specialist for the jurisdiction and topic.,qualified_only,SP-STRUCTURED-EVIDENCE-ELIGIBLE,true,"Do not collect or retain sensitive case detail unless separately justified, consented, secured, and reviewed.","Using the Sadness, grief, and loss protocol to rank worth, coerce participation, demand disclosure, override rest or care, certify competence, or justify decisions beyond the recorded context. | Treating a completed Sadness, grief, and loss action, a polished artifact, agreement, confidence, speed, independence, or output as mastery or universal transfer.","Any Sadness, grief, and loss situation involving emergency response, abuse, retaliation, illegal conduct, medical treatment, legal representation, financial-loss decisions, safeguarding, hazardous equipment, or other consequences beyond a reversible source-only exercise. | Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.","Pause Sadness, grief, and loss when capacity, consent, authority, privacy, access, care duties, uncertainty, distress, fatigue, pain, resource scarcity, or changed circumstances make the next action unwise.","Stop the Sadness, grief, and loss practice for harm, coercion, retaliation risk, emergency conditions, unsafe exposure, worsening symptoms, protected information, legal or policy conflict, or pressure to exceed the stated boundary.",Not therapy or diagnosis; severe or persistent symptoms require qualified mental-health or medical care.,"Qualified specialist approval recorded. | Jurisdictional, emergency, and vulnerable-person boundaries reviewed. | No unverified hotline, diagnosis, treatment, confrontation, or coercive exposure. | Evidence is qualified-only or non-scored unless separately approved."
