finding_id,category,severity,status,summary,objective_evidence,affected_stable_ids,remediation_class,remediation_dependency,required_roles
CGA-ACCESSIBILITY-REVIEW-PENDING-5078D1305E9D6207,accessibility_review_pending,moderate,open,PRACTICE-COMP-2005-ENGAGEMENT-ACROSS-DIFFERENCE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2005-ENGAGEMENT-ACROSS-DIFFERENCE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-532487A2EF57F576,accessibility_review_pending,high,open,PRACTICE-COMP-1903-CAREGIVING-FOR-ELDERS-ILLNESS-AND-DISABILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1903-CAREGIVING-FOR-ELDERS-ILLNESS-AND-DISABILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-53BE919DAAD6DC8F,accessibility_review_pending,moderate,open,PRACTICE-COMP-0206-JUSTICE-FAIRNESS-AND-EQUAL-DIGNITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-0206-JUSTICE-FAIRNESS-AND-EQUAL-DIGNITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-549C75507E785CF6,accessibility_review_pending,moderate,open,PRACTICE-COMP-2114-EFFICIENCY-THOROUGHNESS-AND-QUALITY-TRADEOFFS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2114-EFFICIENCY-THOROUGHNESS-AND-QUALITY-TRADEOFFS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-54F0739CE3C35F63,accessibility_review_pending,moderate,open,PRACTICE-COMP-0103-CHOSEN-AND-INHERITED-VALUES-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0103-CHOSEN-AND-INHERITED-VALUES-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5531A2CB94F0C6A6,accessibility_review_pending,moderate,open,PRACTICE-COMP-2009-PUBLIC-DISCOURSE-AND-INFORMATION-RESPONSIBILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2009-PUBLIC-DISCOURSE-AND-INFORMATION-RESPONSIBILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-553838B204B7E828,accessibility_review_pending,moderate,open,PRACTICE-COMP-2102-PROFESSIONAL-RELIABILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2102-PROFESSIONAL-RELIABILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-565530DA65A0CA97,accessibility_review_pending,moderate,open,PRACTICE-COMP-2513-CULTURAL-APPROPRIATION-EXCHANGE-AND-ATTRIBUTION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2513-CULTURAL-APPROPRIATION-EXCHANGE-AND-ATTRIBUTION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-566B10CC6FCBA096,accessibility_review_pending,moderate,open,PRACTICE-COMP-1406-ALGORITHMIC-FEEDS-AND-PERSUASIVE-DESIGN-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1406-ALGORITHMIC-FEEDS-AND-PERSUASIVE-DESIGN-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-56DB93103EBA9301,accessibility_review_pending,moderate,open,PRACTICE-COMP-0102-A-PROVISIONAL-WORLDVIEW-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0102-A-PROVISIONAL-WORLDVIEW-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-570585D4AE9B0698,accessibility_review_pending,moderate,open,PRACTICE-COMP-0301-METAPHYSICAL-AND-SPIRITUAL-INQUIRY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0301-METAPHYSICAL-AND-SPIRITUAL-INQUIRY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-576E4FB27BF1A701,accessibility_review_pending,high,open,PRACTICE-COMP-1803-PARTNER-SELECTION-AND-COMPATIBILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1803-PARTNER-SELECTION-AND-COMPATIBILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-57AD86A3F416B875,accessibility_review_pending,moderate,open,PRACTICE-COMP-1407-AI-LITERACY-AND-APPROPRIATE-USE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1407-AI-LITERACY-AND-APPROPRIATE-USE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-57C016D6A4CC94A2,accessibility_review_pending,moderate,open,PRACTICE-COMP-1602-CLEAR-AND-DIRECT-EXPRESSION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1602-CLEAR-AND-DIRECT-EXPRESSION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5811E289110CBC4A,accessibility_review_pending,high,open,PRACTICE-COMP-0707-SHAME-GUILT-AND-REMORSE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-0707-SHAME-GUILT-AND-REMORSE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-59ACA84634F490F5,accessibility_review_pending,moderate,open,PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-59F86072312638B2,accessibility_review_pending,high,open,PRACTICE-COMP-2409-MACROECONOMICS-AND-ECONOMIC-CYCLES-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2409-MACROECONOMICS-AND-ECONOMIC-CYCLES-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5AE8E2858E782F6B,accessibility_review_pending,moderate,open,PRACTICE-COMP-0805-TOLERANCE-OF-DISCOMFORT-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0805-TOLERANCE-OF-DISCOMFORT-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5B85035CAC8445F5,accessibility_review_pending,high,open,PRACTICE-COMP-2308-GENEROSITY-AND-RESPONSIBLE-PROVISION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2308-GENEROSITY-AND-RESPONSIBLE-PROVISION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5D59DDEC47A7EA03,accessibility_review_pending,moderate,open,PRACTICE-COMP-0810-COMPLETION-AND-PERSEVERANCE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0810-COMPLETION-AND-PERSEVERANCE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5DF6B43A0823ABB0,accessibility_review_pending,high,open,PRACTICE-COMP-1510-RISK-OWNERSHIP-AND-CONTINGENCY-THINKING-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1510-RISK-OWNERSHIP-AND-CONTINGENCY-THINKING-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5E385A6058E59682,accessibility_review_pending,moderate,open,PRACTICE-COMP-1310-UTILITIES-AND-HOUSEHOLD-SYSTEMS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1310-UTILITIES-AND-HOUSEHOLD-SYSTEMS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5E9AE75DBD9AF6B9,accessibility_review_pending,high,open,PRACTICE-COMP-2303-EMERGENCY-RESERVES-AND-LIQUIDITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2303-EMERGENCY-RESERVES-AND-LIQUIDITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5F164FC05173B252,accessibility_review_pending,moderate,open,PRACTICE-COMP-2605-OUTDOOR-COMPETENCE-AND-RESPONSIBLE-RECREATION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2605-OUTDOOR-COMPETENCE-AND-RESPONSIBLE-RECREATION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5FAB65B40034C5BA,accessibility_review_pending,moderate,open,PRACTICE-COMP-2008-COLLECTIVE-ACTION-AND-ORGANIZING-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2008-COLLECTIVE-ACTION-AND-ORGANIZING-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-5FAEDEEEA688EA45,accessibility_review_pending,high,open,PRACTICE-COMP-1810-SEXUAL-COMMUNICATION-PLEASURE-AND-HEALTH-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1810-SEXUAL-COMMUNICATION-PLEASURE-AND-HEALTH-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-612ECEB5FD28DB4D,accessibility_review_pending,moderate,open,PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-618D87F24024ADBD,accessibility_review_pending,moderate,open,PRACTICE-COMP-2209-CULTURE-AND-INSTITUTIONAL-DESIGN-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2209-CULTURE-AND-INSTITUTIONAL-DESIGN-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-61977C1A3409AAB4,accessibility_review_pending,high,open,PRACTICE-COMP-1213-GROOMING-DRESS-AND-PRESENTATION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1213-GROOMING-DRESS-AND-PRESENTATION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6406CF71D46ACEFE,accessibility_review_pending,moderate,open,PRACTICE-COMP-2119-WORK-BOUNDARIES-REST-AND-FREEDOM-FROM-TOTAL-IDENTITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2119-WORK-BOUNDARIES-REST-AND-FREEDOM-FROM-TOTAL-IDENTITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-645353CBAD173F08,accessibility_review_pending,high,open,PRACTICE-COMP-1911-ELDER-CARE-DEMENTIA-AND-LATER-LIFE-DECISION-MAKING-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1911-ELDER-CARE-DEMENTIA-AND-LATER-LIFE-DECISION-MAKING-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-648B43933D4F5972,accessibility_review_pending,moderate,open,PRACTICE-COMP-2010-STEWARDSHIP-OF-COMMONS-AND-ENVIRONMENT-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2010-STEWARDSHIP-OF-COMMONS-AND-ENVIRONMENT-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6742CAA8C86DE21F,accessibility_review_pending,moderate,open,PRACTICE-COMP-2707-TRANSITION-PREPAREDNESS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2707-TRANSITION-PREPAREDNESS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6760D6C8A29EEB90,accessibility_review_pending,moderate,open,PRACTICE-COMP-2502-OBSERVATION-AND-IMAGINATION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2502-OBSERVATION-AND-IMAGINATION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-67767913F534F2B9,accessibility_review_pending,moderate,open,PRACTICE-COMP-2612-PILGRIMAGE-AND-MEANINGFUL-JOURNEY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2612-PILGRIMAGE-AND-MEANINGFUL-JOURNEY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-690B0868AE82B7ED,accessibility_review_pending,moderate,open,PRACTICE-PLAY-01 retains accessibility review status: pilot_boundary_reviewed_expansion_review_pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pilot_boundary_reviewed_expansion_review_pending"",""risk_class"":""RISK-LOW""}",PRACTICE-PLAY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-69E443091DE44180,accessibility_review_pending,moderate,open,PRACTICE-COMP-0312-RELIGIOUS-PLURALISM-AND-INTERFAITH-HUMILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0312-RELIGIOUS-PLURALISM-AND-INTERFAITH-HUMILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6DAC76DA43D21C36,accessibility_review_pending,moderate,open,PRACTICE-COMP-1102-PRIORITY-HIERARCHY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1102-PRIORITY-HIERARCHY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6DB1CDF512ACB423,accessibility_review_pending,high,open,PRACTICE-COMP-1908-CHILD-PROTECTION-AND-SAFEGUARDING-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1908-CHILD-PROTECTION-AND-SAFEGUARDING-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6DCA9AC23CAD65E7,accessibility_review_pending,high,open,PRACTICE-COMP-1902-PARENTING-AND-CHILD-DEVELOPMENT-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1902-PARENTING-AND-CHILD-DEVELOPMENT-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6DCDD0F970EFBE63,accessibility_review_pending,high,open,PRACTICE-COMP-1501-FIRST-AID-CPR-AND-EMERGENCY-RESPONSE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1501-FIRST-AID-CPR-AND-EMERGENCY-RESPONSE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-6FD4A3F732E7814C,accessibility_review_pending,moderate,open,PRACTICE-COMP-2608-ADVENTURE-AND-CALCULATED-CHALLENGE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2608-ADVENTURE-AND-CALCULATED-CHALLENGE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-700B60D705ED1003,accessibility_review_pending,moderate,open,PRACTICE-COMP-2603-HOBBIES-AND-LIFELONG-INTERESTS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2603-HOBBIES-AND-LIFELONG-INTERESTS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-71B6CA250B5FD17F,accessibility_review_pending,high,open,PRACTICE-COMP-1203-NUTRITION-FUNDAMENTALS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1203-NUTRITION-FUNDAMENTALS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-71E8528A1500DCEE,accessibility_review_pending,moderate,open,PRACTICE-COMP-0108-EXISTENTIAL-RESPONSIBILITY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0108-EXISTENTIAL-RESPONSIBILITY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7216BA84E86BDFA6,accessibility_review_pending,moderate,open,PRACTICE-COMP-2507-REVISION-FINISHING-AND-PUBLICATION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-2507-REVISION-FINISHING-AND-PUBLICATION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-727344C89A08907E,accessibility_review_pending,high,open,PRACTICE-COMP-1506-OUTDOOR-SURVIVAL-FUNDAMENTALS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1506-OUTDOOR-SURVIVAL-FUNDAMENTALS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7398F24986FD1CD0,accessibility_review_pending,moderate,open,PRACTICE-COMP-1404-CYBERSECURITY-AND-ACCOUNT-RESILIENCE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1404-CYBERSECURITY-AND-ACCOUNT-RESILIENCE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-743CACC76C26CA04,accessibility_review_pending,moderate,open,PRACTICE-COMP-2002-CIVIC-AND-GOVERNMENTAL-LITERACY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2002-CIVIC-AND-GOVERNMENTAL-LITERACY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-74A19E016EAEC605,accessibility_review_pending,moderate,open,PRACTICE-COMP-1614-ETIQUETTE-COURTESY-AND-FIRST-IMPRESSIONS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1614-ETIQUETTE-COURTESY-AND-FIRST-IMPRESSIONS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-74B93870649A4FF7,accessibility_review_pending,moderate,open,PRACTICE-COMP-2103-FOUNDATIONAL-CRAFT-COMPETENCE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2103-FOUNDATIONAL-CRAFT-COMPETENCE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7688F111A70BC11A,accessibility_review_pending,moderate,open,PRACTICE-COMP-2109-COLLABORATION-AND-TEAM-CONTRIBUTION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-2109-COLLABORATION-AND-TEAM-CONTRIBUTION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-76ACCA740EC688BA,accessibility_review_pending,moderate,open,PRACTICE-COMP-1607-FEEDBACK-AND-DEVELOPMENTAL-CONVERSATION-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-COMP-1607-FEEDBACK-AND-DEVELOPMENTAL-CONVERSATION-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-780047A77BD7E3A3,accessibility_review_pending,high,open,PRACTICE-COMP-2301-PERSONAL-FINANCIAL-LITERACY-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-2301-PERSONAL-FINANCIAL-LITERACY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7899B2F7798E6565,accessibility_review_pending,high,open,PRACTICE-COMP-1910-EDUCATION-FORMATION-AND-MODELING-IN-FAMILY-LIFE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-HIGH""}",PRACTICE-COMP-1910-EDUCATION-FORMATION-AND-MODELING-IN-FAMILY-LIFE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7A48CD176C2CD47E,accessibility_review_pending,moderate,open,PRACTICE-COMP-1012-APPRENTICESHIP-AND-TACIT-KNOWLEDGE-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1012-APPRENTICESHIP-AND-TACIT-KNOWLEDGE-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7A60CD11AF87791B,accessibility_review_pending,moderate,open,PRACTICE-COMP-0503-STRENGTHS-LIMITATIONS-AND-FIT-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-0503-STRENGTHS-LIMITATIONS-AND-FIT-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7B806C7242DE8D64,accessibility_review_pending,moderate,open,PRACTICE-BOUNDARY-01 retains accessibility review status: pilot_boundary_reviewed_expansion_review_pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pilot_boundary_reviewed_expansion_review_pending"",""risk_class"":""RISK-MODERATE""}",PRACTICE-BOUNDARY-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
CGA-ACCESSIBILITY-REVIEW-PENDING-7B89FF39B0333D60,accessibility_review_pending,moderate,open,PRACTICE-COMP-1009-INDEPENDENT-LEARNING-AND-RESOURCEFULNESS-01 retains accessibility review status: pending.,"{""authoring_field"":""accessibility_review_status"",""recorded_status"":""pending"",""risk_class"":""RISK-LOW""}",PRACTICE-COMP-1009-INDEPENDENT-LEARNING-AND-RESOURCEFULNESS-01,human_accessibility_review,manual_accessibility_review_pending,accessibility reviewer
