competency_id,competency_name,domain_id,domain_name,content_status,protocol_stable_id,protocol_version,protocol_path,protocol_sha256,protocol_family,risk_class,runtime_projection,sources_complete,safety_review_status,scoring_policy,shadow_test_status,activation_status,release_gate_status,ui_test_status,parent_mapping_lever_ids,recommendation_target_lever_ids,blocking_issue
09.08,Root-cause problem solving,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0908-ROOT-CAUSE-PROBLEM-SOLVING-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0908-ROOT-CAUSE-PROBLEM-SOLVING-01.yaml,92d54bd148b69c616788ce0c1480fce2b534e590e505a07c98bb1e091da147e3,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L14;L32,L12;L14;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.09,Tradeoffs and opportunity cost,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0909-TRADEOFFS-AND-OPPORTUNITY-COST-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0909-TRADEOFFS-AND-OPPORTUNITY-COST-01.yaml,38d3ff258d4b85cb55608e23665bd30aff83e76bf309858cf55ffbc1ce95d0cc,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L14;L22;L36,L14;L22;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.10,Risk assessment and precaution,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0910-RISK-ASSESSMENT-AND-PRECAUTION-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0910-RISK-ASSESSMENT-AND-PRECAUTION-01.yaml,e251aebc3ae85826af8a0936890f7585327a9ec667081efdbc2d8b7a80f00440,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L13;L14;L20,L13;L14;L20,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.11,Practical wisdom and context,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0911-PRACTICAL-WISDOM-AND-CONTEXT-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0911-PRACTICAL-WISDOM-AND-CONTEXT-01.yaml,11820f2b4ebdafb8c9e42c433baee07974f1586fb6d0f2a4802cdf6cf941a732,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L11;L14;L24,L02;L11;L14;L24,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.12,Decision records and updating,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-DECISION-RECORD-01,1.0.0,data/practices/protocols/09/PRACTICE-DECISION-RECORD-01.yaml,8d981aa77874a58ecbe0d3dcae353ceeb6ec867062161999815c48e2f033d827,PF-ARTIFACT-PLAN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending_specialist_expansion_review,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L13;L14,L14,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_gap:RG-M6D-002:open;research_review_status:pending;safety_review_status:pending_specialist_expansion_review;sources:incomplete
09.13,Statistical literacy,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0913-STATISTICAL-LITERACY-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0913-STATISTICAL-LITERACY-01.yaml,bd5c0398102560316fedfda272c9a7a251bf887026e6805eeb23a599a3a07ff1,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L13,L12;L13,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.14,Scientific reasoning and research design,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0914-SCIENTIFIC-REASONING-AND-RESEARCH-DESIGN-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0914-SCIENTIFIC-REASONING-AND-RESEARCH-DESIGN-01.yaml,4f37e630725549b635a538aa92f96a159cb937be4d0315c1ed9c16ddcc01c580,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L13;L15,L12;L13;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.15,Causal inference and intervention logic,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0915-CAUSAL-INFERENCE-AND-INTERVENTION-LOGIC-01.yaml,b3dbe7b299d14e39a144d47f338a111fa96874d292531986bdbdd25e716a5b89,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L13;L14,L12;L13;L14,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.16,"Models, simulations, and abstraction limits",09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0916-MODELS-SIMULATIONS-AND-ABSTRACTION-LIMITS-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0916-MODELS-SIMULATIONS-AND-ABSTRACTION-LIMITS-01.yaml,ff90c5ded235405cc04677152c1a29a60e25e057f2366b0d25acec7f9c3a8c4c,PF-CONTEMPLATIVE-MEANING,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L13;L14,L12;L13;L14,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
09.17,Adversarial reasoning and information operations,09,"Reasoning, Science, Truth, and Decision-Making",draft,PRACTICE-COMP-0917-ADVERSARIAL-REASONING-AND-INFORMATION-OPERATIONS-01,0.1.0,data/practices/protocols/09/PRACTICE-COMP-0917-ADVERSARIAL-REASONING-AND-INFORMATION-OPERATIONS-01.yaml,bcd9b55fa6829c8dd718a2d680e14d08b121d9a272e59b35a43f90291c47f3f6,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L13;L19;L31,L12;L13;L19;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.01,The science of learning,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1001-THE-SCIENCE-OF-LEARNING-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1001-THE-SCIENCE-OF-LEARNING-01.yaml,79d7b56f10ba51609bd8e1fd2c55177d8227c8be34da4768a51a7d18697dc079,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L13;L15,L10;L13;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.02,Deliberate practice,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-DELIBERATE-PRACTICE-01,0.2.0,data/practices/protocols/10/PRACTICE-DELIBERATE-PRACTICE-01.yaml,21b02d7c832cad8d191b996d19e9952f52e8cd7520d7a7b82a71c19083cdbe72,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending_specialist_expansion_review,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L15;L32,L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_gap:RG-M6D-003:open;research_review_status:pending;safety_review_status:pending_specialist_expansion_review;sources:incomplete
10.03,Curiosity and question formation,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1003-CURIOSITY-AND-QUESTION-FORMATION-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1003-CURIOSITY-AND-QUESTION-FORMATION-01.yaml,487b875d40e47b1c2ad2275351662583c3f76dc762fec8a6e0dec449cb29cd8c,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L11;L12;L15,L11;L12;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.04,Research and information gathering,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1004-RESEARCH-AND-INFORMATION-GATHERING-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1004-RESEARCH-AND-INFORMATION-GATHERING-01.yaml,1c817d055c5179f27a383251b1e93900e1c56e1bb2763fcd0ca626615a24f153,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L13;L15;L19,L13;L15;L19,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.05,Knowledge organization and notes,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1005-KNOWLEDGE-ORGANIZATION-AND-NOTES-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1005-KNOWLEDGE-ORGANIZATION-AND-NOTES-01.yaml,8eb9598bbff549c74fa077f4a2ed5f06bcce31d01df3bc9ce7a9bad914597972,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L15;L19,L10;L15;L19,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.06,Memory and recall,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1006-MEMORY-AND-RECALL-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1006-MEMORY-AND-RECALL-01.yaml,0aa58430260cba841374a828681efe4757d68bb5ec67992a8ac5171bd16001c9,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L08;L10;L15,L08;L10;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.07,Skill decomposition and progression,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1007-SKILL-DECOMPOSITION-AND-PROGRESSION-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1007-SKILL-DECOMPOSITION-AND-PROGRESSION-01.yaml,928d8687b3358675bf00fee1adc78bfedf2a9aac5d181672b518dc0162f1c7d7,PF-ARTIFACT-PLAN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L14;L15,L10;L14;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.08,Feedback and error correction,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1008-FEEDBACK-AND-ERROR-CORRECTION-01.yaml,11e2febd634cc7eab307b5905dd3ef471522e3c9874722b660997075d284f582,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L11;L13;L15,L10;L11;L13;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.09,Independent learning and resourcefulness,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1009-INDEPENDENT-LEARNING-AND-RESOURCEFULNESS-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1009-INDEPENDENT-LEARNING-AND-RESOURCEFULNESS-01.yaml,608b42c62ce763019eb5493ee7cd4e0b279806586f2e67d4c04efb410b70fbde,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L11;L15,L10;L11;L15,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.10,Teaching and explanation,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1010-TEACHING-AND-EXPLANATION-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1010-TEACHING-AND-EXPLANATION-01.yaml,dfc1d5b837733c6fa75c438f04fb977049d764c6eb94e609822cf9f1826cdc86,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L15;L23;L24,L15;L23;L24,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.11,Breadth and interdisciplinary literacy,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1011-BREADTH-AND-INTERDISCIPLINARY-LITERACY-01,0.2.0,data/practices/protocols/10/PRACTICE-COMP-1011-BREADTH-AND-INTERDISCIPLINARY-LITERACY-01.yaml,c7f83e0e2a8e9e237404701be5b118a6bf41098c80069c5c6142f461fc6f0a97,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L12;L15;L16;L31,L12;L15;L16;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.12,Apprenticeship and tacit knowledge,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1012-APPRENTICESHIP-AND-TACIT-KNOWLEDGE-01,0.1.0,data/practices/protocols/10/PRACTICE-COMP-1012-APPRENTICESHIP-AND-TACIT-KNOWLEDGE-01.yaml,269a8f7fdb3f81406f3d4fcb455d59b1e78d03cbe876466ab2fc40c6b6518027,PF-COMMUNITY-CONTRIBUTION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L15;L23;L26;L32,L15;L23;L26;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.13,Communal and intergenerational knowledge transmission,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1013-COMMUNAL-AND-INTERGENERATIONAL-KNOWLEDGE-TRANSMISSION-01,0.1.0,data/practices/protocols/10/PRACTICE-COMP-1013-COMMUNAL-AND-INTERGENERATIONAL-KNOWLEDGE-TRANSMISSION-01.yaml,f789e9c21e97f3768a495cefb8c2f16099bd8bd22baccf6bc78f46d5af736aeb,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L15;L16;L26;L28,L15;L16;L26;L28,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
10.14,Accessible and differentiated learning,10,"Learning, Memory, Curiosity, Apprenticeship, and Teaching",draft,PRACTICE-COMP-1014-ACCESSIBLE-AND-DIFFERENTIATED-LEARNING-01,0.1.0,data/practices/protocols/10/PRACTICE-COMP-1014-ACCESSIBLE-AND-DIFFERENTIATED-LEARNING-01.yaml,131c71f386930f5107366f4c3bf8ebcd18a39f1cbc0659e98fe49dc5e2d0da49,PF-SKILL-REHEARSAL,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L15;L23;L24;L31,L15;L23;L24;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.01,Time and energy audit,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1101-TIME-AND-ENERGY-AUDIT-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1101-TIME-AND-ENERGY-AUDIT-01.yaml,bd21b1864daa2f937f71703dd07797790a76cc5c31598e7b7e250a76d24e9ecb,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L08;L10;L17;L36,L08;L10;L17;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.02,Priority hierarchy,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1102-PRIORITY-HIERARCHY-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1102-PRIORITY-HIERARCHY-01.yaml,ff6f91e9fb080c3f5518a726523a1172a7d5438e9826c69fd9065fa9f914dc38,PF-LONGITUDINAL-REVIEW,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L01;L10;L14;L36,L01;L10;L14;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.03,Goal definition and success criteria,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1103-GOAL-DEFINITION-AND-SUCCESS-CRITERIA-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1103-GOAL-DEFINITION-AND-SUCCESS-CRITERIA-01.yaml,a89551ff5c587fdcc0c7e0ff9d5da9919b9831eb47b7a60bf9e31e4ee3fb1ba4,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L14;L36,L10;L14;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.04,Milestones and task decomposition,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1104-MILESTONES-AND-TASK-DECOMPOSITION-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1104-MILESTONES-AND-TASK-DECOMPOSITION-01.yaml,f0682e11c7abd5a67b7bf45af7a4e75e7b55d1971950402da885228211751ff8,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L14;L32,L10;L14;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.05,Scheduling and realistic capacity,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1105-SCHEDULING-AND-REALISTIC-CAPACITY-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1105-SCHEDULING-AND-REALISTIC-CAPACITY-01.yaml,ea598861d662c0ed33f8a6cbe5c5afa13492d508f7cfe745938934338abee8b7,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L11;L17;L36,L10;L11;L17;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.06,Project and workflow management,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1106-PROJECT-AND-WORKFLOW-MANAGEMENT-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1106-PROJECT-AND-WORKFLOW-MANAGEMENT-01.yaml,eaff781c6b659c0a67c255393ad78f1125253702ce6e2314be29bc683dfcba3c,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L14;L32,L10;L14;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.07,Pacing and sustainable intensity,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1107-PACING-AND-SUSTAINABLE-INTENSITY-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1107-PACING-AND-SUSTAINABLE-INTENSITY-01.yaml,cf15aaddcfa59ff56e9a92cc9753d6f25d92d493cfe40eaf44d673b4091a8cff,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L17;L34;L36,L10;L17;L34;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.08,Follow-through and accountability,11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1108-FOLLOW-THROUGH-AND-ACCOUNTABILITY-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1108-FOLLOW-THROUGH-AND-ACCOUNTABILITY-01.yaml,da79fefb81471fe75eb77969bd3af807eda32fec242a392aa84b9a04353a453e,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L10;L32,L02;L10;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
11.09,"Review, measurement, and adaptation",11,"Time, Priorities, Goals, and Execution",draft,PRACTICE-COMP-1109-REVIEW-MEASUREMENT-AND-ADAPTATION-01,0.1.0,data/practices/protocols/11/PRACTICE-COMP-1109-REVIEW-MEASUREMENT-AND-ADAPTATION-01.yaml,92b614831eb60ebccc8e91a4091a00f370b7502c83aab4105cf0b1227c851917,PF-AUDIT-REDESIGN,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L10;L11;L14;L36,L10;L11;L14;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
